花蓮縣,花蓮市,47.5
花蓮縣,吉安鄉,47.5
基隆市,全部行政區,42.5
新北市,貢寮區,42.5
新北市,雙溪區,42.5
新北市,坪林區,42.5
新北市,瑞芳區,42.5
新北市,平溪區,42.5
新北市,石碇區,42.5
新北市,深坑區,42.5
新北市,汐止區,42.5
新北市,萬里區,42.5
新北市,金山區,42.5
新北市,石門區,42.5
新北市,三芝區,42.5
新北市,淡水區,42.5
臺北市,全部行政區,42.5
屏東縣,車城鄉,42.5
屏東縣,牡丹鄉,42.5
屏東縣,枋山鄉,42.5
屏東縣,獅子鄉,42.5
屏東縣,枋寮鄉,42.5
屏東縣,春日鄉,42.5
宜蘭縣,南澳鄉,42.5
宜蘭縣,蘇澳鎮,42.5
宜蘭縣,冬山鄉,42.5
宜蘭縣,五結鄉,42.5
宜蘭縣,壯圍鄉,42.5
宜蘭縣,頭城鎮,42.5
花蓮縣,玉里鎮,42.5
花蓮縣,瑞穗鄉,42.5
花蓮縣,豐濱鄉,42.5
花蓮縣,光復鄉,42.5
花蓮縣,鳳林鎮,42.5
花蓮縣,壽豐鄉,42.5
花蓮縣,新城鄉,42.5
花蓮縣,秀林鄉,42.5
台東縣,達仁鄉,42.5
台東縣,大武鄉,42.5
台東縣,太麻里鄉,42.5
台東縣,長濱鄉,42.5
新北市,烏來區,37.5
新北市,新店區,37.5
新北市,三峽區,37.5
新北市,五股區,37.5
新北市,蘆洲區,37.5
新北市,三重區,37.5
新北市,泰山區,37.5
新北市,新莊區,37.5
新北市,板橋區,37.5
新北市,中和區,37.5
新北市,永和區,37.5
新北市,土城區,37.5
新北市,樹林區,37.5
新北市,鶯歌區,37.5
新北市,林口區,37.5
新北市,八里區,37.5
桃園市,全部行政區,37.5
新竹縣,新豐鄉,37.5
新竹縣,湖口鄉,37.5
新竹縣,新埔鎮,37.5
新竹縣,關西鎮,37.5
新竹縣,橫山鄉,37.5
新竹縣,尖石鄉,37.5
台中市,和平區,37.5
南投縣,信義鄉,37.5
台南市,七股區,37.5
台南市,中西區,37.5
台南市,東區,37.5
台南市,南區,37.5
台南市,北區,37.5
台南市,安平區,37.5
台南市,安南區,37.5
高雄市,林園區,37.5
高雄市,大寮區,37.5
高雄市,大樹區,37.5
高雄市,燕巢區,37.5
高雄市,大社區,37.5
高雄市,仁武區,37.5
高雄市,鳥松區,37.5
高雄市,鳳山區,37.5
高雄市,橋頭區,37.5
高雄市,岡山區,37.5
高雄市,梓官區,37.5
高雄市,彌陀區,37.5
高雄市,永安區,37.5
高雄市,茄萣區,37.5
高雄市,路竹區,37.5
高雄市,湖內區,37.5
高雄市,桃源區,37.5
高雄市,新興區,37.5
高雄市,前金區,37.5
高雄市,苓雅區,37.5
高雄市,鹽埕區,37.5
高雄市,鼓山區,37.5
高雄市,旗津區,37.5
高雄市,前鎮區,37.5
高雄市,三民區,37.5
高雄市,楠梓區,37.5
高雄市,小港區,37.5
高雄市,左營區,37.5
屏東縣,佳冬鄉,37.5
屏東縣,林邊鄉,37.5
屏東縣,東港鎮,37.5
屏東縣,新埤鄉,37.5
屏東縣,來義鄉,37.5
屏東縣,泰武鄉,37.5
屏東縣,萬巒鄉,37.5
屏東縣,潮州鎮,37.5
屏東縣,竹田鄉,37.5
屏東縣,崁頂鄉,37.5
屏東縣,南州鄉,37.5
屏東縣,萬丹鄉,37.5
屏東縣,新園鄉,37.5
屏東縣,麟洛鄉,37.5
屏東縣,瑪家鄉,37.5
屏東縣,內埔鄉,37.5
屏東縣,長治鄉,37.5
屏東縣,屏東市,37.5
屏東縣,九如鄉,37.5
屏東縣,鹽埔鄉,37.5
屏東縣,里港鄉,37.5
屏東縣,高樹鄉,37.5
屏東縣,三地門鄉,37.5
屏東縣,霧臺鄉,37.5
宜蘭縣,大同鄉,37.5
宜蘭縣,三星鄉,37.5
宜蘭縣,員山鄉,37.5
宜蘭縣,羅東鎮,37.5
宜蘭縣,宜蘭市,37.5
宜蘭縣,礁溪鄉,37.5
花蓮縣,富里鄉,37.5
花蓮縣,卓溪鄉,37.5
花蓮縣,萬榮鄉,37.5
台東縣,金峰鄉,37.5
台東縣,卑南鄉,37.5
台東縣,臺東市,37.5
台東縣,東河鄉,37.5
台東縣,鹿野鄉,37.5
台東縣,延平鄉,37.5
台東縣,關山鎮,37.5
台東縣,池上鄉,37.5
台東縣,海端鄉,37.5
台東縣,成功鎮,37.5
新竹縣,五峰鄉,32.5
新竹縣,北埔鄉,32.5
新竹縣,峨眉鄉,32.5
新竹縣,竹東鎮,32.5
新竹縣,寶山鄉,32.5
新竹縣,芎林鄉,32.5
新竹縣,竹北市,32.5
新竹市,全部行政區,32.5
苗栗縣,全部行政區,32.5
台中市,東勢區,32.5
台中市,新社區,32.5
台中市,太平區,32.5
台中市,石岡區,32.5
台中市,豐原區,32.5
台中市,潭子區,32.5
台中市,神岡區,32.5
台中市,大雅區,32.5
台中市,大肚區,32.5
台中市,龍井區,32.5
台中市,沙鹿區,32.5
台中市,梧棲區,32.5
台中市,清水區,32.5
台中市,后里區,32.5
台中市,外埔區,32.5
台中市,大安區,32.5
台中市,大甲區,32.5
台中市,中區,32.5
台中市,東區,32.5
台中市,南區,32.5
台中市,西區,32.5
台中市,北區,32.5
台中市,北屯區,32.5
台中市,西屯區,32.5
台中市,南屯區,32.5
彰化縣,伸港鄉,32.5
彰化縣,線西鄉,32.5
彰化縣,和美鎮,32.5
南投縣,仁愛鄉,32.5
雲林縣,口湖鄉,32.5
雲林縣,水林鄉,32.5
雲林縣,四湖鄉,32.5
嘉義縣,布袋鎮,32.5
嘉義縣,義竹鄉,32.5
嘉義縣,鹿草鄉,32.5
嘉義縣,太保市,32.5
嘉義縣,六腳鄉,32.5
嘉義縣,朴子市,32.5
嘉義縣,東石鄉,32.5
台南市,永康區,32.5
台南市,歸仁區,32.5
台南市,新化區,32.5
台南市,左鎮區,32.5
台南市,玉井區,32.5
台南市,楠西區,32.5
台南市,南化區,32.5
台南市,仁德區,32.5
台南市,關廟區,32.5
台南市,龍崎區,32.5
台南市,官田區,32.5
台南市,麻豆區,32.5
台南市,佳里區,32.5
台南市,西港區,32.5
台南市,將軍區,32.5
台南市,學甲區,32.5
台南市,北門區,32.5
台南市,新營區,32.5
台南市,後壁區,32.5
台南市,東山區,32.5
台南市,六甲區,32.5
台南市,下營區,32.5
台南市,柳營區,32.5
台南市,鹽水區,32.5
台南市,善化區,32.5
台南市,大內區,32.5
台南市,山上區,32.5
台南市,新市區,32.5
台南市,安定區,32.5
高雄市,阿蓮區,32.5
高雄市,田寮區,32.5
高雄市,旗山區,32.5
高雄市,美濃區,32.5
高雄市,內門區,32.5
高雄市,杉林區,32.5
高雄市,六龜區,32.5
高雄市,茂林區,32.5
高雄市,甲仙區,32.5
高雄市,那瑪夏區,32.5
台中市,烏日區,27.5
台中市,霧峰區,27.5
台中市,大里區,27.5
彰化縣,鹿港鎮,27.5
彰化縣,福興鄉,27.5
彰化縣,芳苑鄉,27.5
彰化縣,大城鄉,27.5
彰化縣,二林鎮,27.5
彰化縣,埔鹽鄉,27.5
彰化縣,竹塘鄉,27.5
彰化縣,埤頭鄉,27.5
彰化縣,溪湖鎮,27.5
彰化縣,溪州鄉,27.5
彰化縣,二水鄉,27.5
彰化縣,彰化市,27.5
彰化縣,花壇鄉,27.5
彰化縣,芬園鄉,27.5
彰化縣,秀水鄉,27.5
彰化縣,大村鄉,27.5
彰化縣,員林鎮,27.5
彰化縣,社頭鄉,27.5
彰化縣,埔心鄉,27.5
彰化縣,永靖鄉,27.5
彰化縣,田尾鄉,27.5
彰化縣,北斗鎮,27.5
彰化縣,田中鄉,27.5
南投縣,草屯鎮,27.5
南投縣,南投市,27.5
南投縣,名間鄉,27.5
南投縣,中寮鄉,27.5
南投縣,國姓鄉,27.5
南投縣,埔里鎮,27.5
南投縣,魚池鄉,27.5
雲林縣,麥寮鄉,27.5
雲林縣,台西鄉,27.5
雲林縣,東勢鄉,27.5
雲林縣,崙背鄉,27.5
雲林縣,褒忠鄉,27.5
雲林縣,元長鄉,27.5
雲林縣,北港鎮,27.5
雲林縣,土庫鎮,27.5
雲林縣,二崙鎮,27.5
雲林縣,西螺鎮,27.5
雲林縣,虎尾鎮,27.5
雲林縣,大埤鄉,27.5
雲林縣,荊桐鄉,27.5
雲林縣,斗六市,27.5
雲林縣,斗南鎮,27.5
雲林縣,古坑鄉,27.5
雲林縣,林內鄉,27.5
嘉義縣,新港鄉,27.5
嘉義縣,水上鄉,27.5
嘉義縣,溪口鄉,27.5
嘉義縣,民雄鄉,27.5
嘉義縣,大林鎮,27.5
嘉義縣,梅山鄉,27.5
嘉義縣,竹崎鄉,27.5
嘉義縣,中埔鄉,27.5
嘉義縣,番路鄉,27.5
嘉義縣,大埔鄉,27.5
嘉義縣,阿里山鄉,27.5
嘉義市,全部行政區,27.5
台南市,白河區,27.5
南投縣,竹山鎮,22.5
南投縣,水里鄉,22.5
南投縣,集集鎮,22.5
南投縣,鹿谷鄉,22.5
金門,全部行政區,35
馬祖,全部行政區,42
彭佳嶼,全部行政區,57
澎湖縣,全部行政區,33
東吉島,全部行政區,45
蘭嶼,全部行政區,65
綠島,全部行政區,65
琉球,全部行政區,40
